id,SEQ.,Usina,size,Number,Tipo,Delivery date,Leilao,Potencia,"Garantia
Física (MWmédio)",Lotes Vendidos,Preço (R$/MW),Localização,Fonte,Mod.,Invest. Previsto  (R$),empresa_consorcio,Year,price_US$,inv_US$,GDP growth,Risk (EMBI+),Gross capital formation (% of GDP),FDI (% of GDP),Primary energy consumption (exajoules),G,exch,inv US$ billion
948,18,PCH São Luiz,0.034,27,A-5,2021,Leilão 1/2016,10.5,4.32,43,188.8,nocity / ES,hidro,PIE,"66,937,890.00",São Luiz Energia S.A.,2016,57.94077029,20542547,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.020542547
949,29,UTE OESTE DE CANOAS 1,0.034,27,A-5,2021,Leilão 1/2016,5.54,3.4,33,258,nocity / MA,Gás Natural,PIE,"16,899,000.00",Oeste de Canoas Petróleo e Gás Ltda.,2016,79.17753568,5186129,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.005186129
950,28,UTE WD,0.034,27,A-5,2021,Leilão 1/2016,16,7.7,77,217.18,nocity / MG,Bagaço de Cana,PIE,"26,376,000.00",WD Agroindustrial Ltda.,2016,66.65029922,8094522,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.008094522
951,23,UTE Onça Pintada,0.034,27,A-5,2021,Leilão 1/2016,50,43.1,381,243.21,nocity / MS,cavaco,PIE,"292,400,000.00",Eldorado Brasil Celulose S.A.,2016,74.63863741,89734540,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.08973454
952,9,PCH da Fazenda,0.034,27,A-5,2021,Leilão 1/2016,7.36,4.95,49,184.9,nocity / MT ,hidro,PIE,"162,600,730.00",Enel Green Power Fazenda S.A.,2016,56.74390057,49900485,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.049900485
953,12,PCH Nova Guapore,0.034,27,A-5,2021,Leilão 1/2016,13.96,9.39,90,194,nocity / MT ,hidro,PIE,"95,780,000.00",Nova Guaporé Energética S.A,2016,59.53659659,29393893,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.029393893
954,13,PCH Agua Brava,0.034,27,A-5,2021,Leilão 1/2016,13.05,6.37,56,194,nocity / MT ,hidro,PIE,"54,182,000.00",Usina Elétrica do Prata S.A.,2016,59.53659659,16627896,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.016627896
955,14,PCH Agua Prata,0.034,27,A-5,2021,Leilão 1/2016,13.3,6.62,59,194,nocity / MT ,hidro,PIE,"61,145,000.00",Usina Elétrica do Prata S.A.,2016,59.53659659,18764769,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.018764769
956,15,PCH Recanto,0.034,27,A-5,2021,Leilão 1/2016,9.11,5.32,53,192.88,nocity / MT ,hidro,PIE,"39,499,480.00","Consórcio Recanto: 
Interalli Administração e Participações S.A. – 94,99%
Total Hidrelétrica Participações S.A. – 5,00%
Recanto Energia SPE Ltda. – 0,01%",2016,59.19288016,12121983,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.012121983
957,2,PCH Clairto Zonta,0.034,27,A-5,2021,Leilão 1/2016,14.92,7.64,75,184,nocity / PR ,hidro,PIE,"84,796,700.00",Argentum Energia SPE Ltda.,2016,56.46769986,26023232,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.026023232
958,4,PCH Canhadao,0.034,27,A-5,2021,Leilão 1/2016,10,6.22,50,195,nocity / PR ,hidro,PIE,"41,130,000.00",Canhadão Produção de Energia Ltda,2016,59.84348627,12622372,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.012622372
959,5,PCH Castro,0.034,27,A-5,2021,Leilão 1/2016,4,2.47,17,195,nocity / PR ,hidro,PIE,"19,220,000.00",Castro Energia Ltda - ME,2016,59.84348627,5898420,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.00589842
960,10,UHE SANTA BRANCA,0.034,27,A-5,2021,Leilão 1/2016,62,35.1,341,150,nocity / PR ,hidro,PIE,"399,578,400.00",Hidrelétrica Santa Branca S.A.,2016,46.03345097,122626485,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.122626485
961,11,PCH São Joao II,0.034,27,A-5,2021,Leilão 1/2016,6.99,3.6,35,184,nocity / PR ,hidro,PIE,"46,155,640.00",Hidrelétrica São João II SPE Ltda.,2016,56.46769986,14164689,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.014164689
962,17,PCH Salto Bandeirantes,0.034,27,A-5,2021,Leilão 1/2016,4.2,2.92,23,194,nocity / PR ,hidro,PIE,"19,818,000.00",Santa Fé Energética Ltda. – ME ,2016,59.53659659,6081940,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.00608194
963,3,PCH Cachoeira Cachimbo Alto,0.034,27,A-5,2021,Leilão 1/2016,9.81,6.02,59,193.95,nocity / RO ,hidro,PIE,"67,458,370.00",Hidrelétrica Cachimbo Alto Ltda.,2016,59.52125211,20702277,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.020702277
964,6,PCH Cazuza Ferreira,0.034,27,A-5,2021,Leilão 1/2016,9.1,6.13,15,189.15,nocity / RS ,hidro,PIE,"39,635,100.00",Cazuza Ferreira Energética S.A.,2016,58.04818168,12163603,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.012163603
965,1,PCH Usina Barra do Leao ,0.034,27,A-5,2021,Leilão 1/2016,3.57,1.94,19,193.75,nocity / SC ,hidro,PIE,"21,885,000.00",Três Leões Participações S.A.,2016,59.45987418,6716280,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.00671628
966,7,PCH Capivari,0.034,27,A-5,2021,Leilão 1/2016,18.74,6.83,30,189.98,nocity / SC ,hidro,PIE,"51,742,320.00","Consórcio Cerbranorte-Urbano:  
Cerbranorte Geração S.A.– 50,0%
Urbano Agroindustrial Ltda. – 50%",2016,58.30290011,15879184,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.015879184
967,22,UTE Biogas Bonfim,0.034,27,A-5,2021,Leilão 1/2016,20.89,13.7,110,251,nocity / SP ,Biogás,PIE,"129,893,000.00",Raízen Energia S.A.,2016,77.02930796,39862820,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.03986282
968,24,UTE N O Bioenergia,0.034,27,A-5,2021,Leilão 1/2016,18,2.9,23,181.25,nocity / SP ,Bagaço de Cana,PIE,"22,414,660.00",J O bioenergia S.A.,2016,55.62375326,6878828,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.006878828
969,26,UTE Predilecta,0.034,27,A-5,2021,Leilão 1/2016,5,4.5,34,199,nocity / SP ,cavaco,PIE,"30,019,640.00",Predilecta Alimentos Ltda.,2016,61.07104496,9212718,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.009212718
970,27,UTE Vale do Parana,0.034,27,A-5,2021,Leilão 1/2016,48.5,18.8,137,245.2,nocity / SP ,Bagaço de Cana,PIE,"97,540,000.00",Vale do Paraná S.A. Álcool e Açúcar,2016,75.24934786,29934019,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.029934019
971,5,PCH Castanhao,0.033,29,LER,2020,Leilão 3/2016,9,5.03,452,225.88,nocity / CE,hidro,PIE,"268,484,437.52",Central Geradora Hidrelétrica Castanhão S.A,2016,69.32023937,82395101,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.082395101
972,30, PCH Tamboril,0.033,29,LER,2020,Leilão 3/2016,15.8,7.42,668,232.5,nocity / GO,hidro,PIE,"408,415,600.80","Consórcio TRD e COBRAPAR: TRD Participações Ltda.  – 99,99%; Companhia Brasileira de Engenharia, Participações e Negócios – COBRAPAR – 0,01%",2016,71.35184901,125338530,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.12533853
973,9,CGH Inga Mirim,0.033,29,LER,2020,Leilão 3/2016,1,0.79,51,232.5,nocity / MG,hidro,PIE,"31,181,430.60",Inga-Mirim Energia S.A,2016,71.35184901,9569259,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.009569259
974,23,CGH João Franco,0.033,29,LER,2020,Leilão 3/2016,1,0.68,59,205,nocity / MG,hidro,PIE,"31,805,979.60",Porto Energética Ltda.,2016,62.912383,9760927,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.009760927
975,27,CGH Santana do Deserto I,0.033,29,LER,2020,Leilão 3/2016,1.6,1.07,96,227.9,nocity / MG,hidro,PIE,"57,533,190.91",Central Geradora Hidroelétrica Santana do Deserto Ltda.,2016,69.94015651,17656342,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.017656342
976,2,PCH Areado,0.033,29,LER,2020,Leilão 3/2016,18,10.92,982,235,nocity / MS,hidro,PIE,"606,851,253.60",Atiaia Energia S/A,2016,72.11907319,186236383,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.186236383
977,7,PCH Estivadinho 3,0.033,29,LER,2020,Leilão 3/2016,9.9,6.99,629,223.25,nocity / MT ,hidro,PIE,"369,270,841.74","Consórcio Estivadinho 3: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%",2016,68.51311953,113325408,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.113325408
978,10,PCH JUI 117,0.033,29,LER,2020,Leilão 3/2016,24.42,18.82,1693,223.2,nocity / MT ,hidro,PIE,"993,697,167.17",PCH Juína S.A.,2016,68.49777505,304955399,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.304955399
979,13,PCH Mantovillis,0.033,29,LER,2020,Leilão 3/2016,5.2,3.58,300,223.3,nocity / MT ,hidro,PIE,"176,162,263.20","Consórcio Mantovilis: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%",2016,68.52846402,54062379,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.054062379
980,6,PCH Covó,0.033,29,LER,2020,Leilão 3/2016,5,2.6,234,232.45,nocity / PR ,hidro,PIE,"143,036,973.14",Covó Energia S.A.,2016,71.33650453,43896570,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.04389657
981,24,PCH Pulo,0.033,29,LER,2020,Leilão 3/2016,7.3,4.43,389,228.5,nocity / PR ,hidro,PIE,"233,743,051.32",Hidrelétrica Pulo Ltda.,2016,70.12429032,71733329,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.071733329
982,26,CGH Enxadrista,0.033,29,LER,2020,Leilão 3/2016,1,0.62,55,207,nocity / PR ,hidro,PIE,"29,938,906.80",Energética Rio das Pedras SPE Ltda.,2016,63.52616234,9187941,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.009187941
983,21,PCH Poço Fundo,0.033,29,LER,2020,Leilão 3/2016,14,7.2,648,234.7,nocity / PR ,hidro,PIE,"399,936,460.61",Poço Fundo Energia S.A,2016,72.02700629,122736370,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.12273637
984,1,PCH Armando Ribeiro,0.033,29,LER,2020,Leilão 3/2016,4.66,3.2,288,225.88,nocity / RN ,hidro,PIE,"171,069,730.10",Central Geradora Hidrelétrica Armando Ribeiro S.A.,2016,69.32023937,52499534,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.052499534
985,8,PCH Figueira,0.033,29,LER,2020,Leilão 3/2016,1.27,0.91,80,229.9,nocity / RO ,hidro,PIE,"48,365,074.56",Centrais Elétricas Figueirão Ltda.,2016,70.55393586,14842742,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.014842742
986,25,PCH Rincão,0.033,29,LER,2020,Leilão 3/2016,10,4.6,404,228,nocity / RS ,hidro,PIE,"242,225,084.16",Rincão Energia S.A.,2016,69.97084548,74336377,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.074336377
987,3,PCH Coração,0.033,29,LER,2020,Leilão 3/2016,4.3,2.26,170,231.49,nocity / SC ,hidro,PIE,"103,486,585.94",Brasil Sul Energia S.A,2016,71.04189044,31758965,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.031758965
988,4,CGH Santo Tessaro,0.033,29,LER,2020,Leilão 3/2016,1,0.64,55,229.98,nocity / SC ,hidro,PIE,"33,262,559.35",C2LG Geração de Energia Ltda.,2016,70.57848703,10207936,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.010207936
989,11,PCH Roncador,0.033,29,LER,2020,Leilão 3/2016,6,3.04,273,226.9,nocity / SC ,hidro,PIE,"162,892,109.02",Lombo do Cavalo S/A Geração Elétrica,2016,69.63326684,49989906,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.049989906
990,12,CGH Willy Faller,0.033,29,LER,2020,Leilão 3/2016,1,0.73,66,229.78,nocity / SC ,hidro,PIE,"39,880,359.45",Mafras Energia e Reflorestamento Ltda.,2016,70.5171091,12238870,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.01223887
991,15,PCH Barrinha,0.033,29,LER,2020,Leilão 3/2016,3.3,1.69,152,222.5,nocity / SC ,hidro,PIE,"88,935,777.60",Mauê S/A – Geradora e Fornecedora de Insumos,2016,68.28295228,27293472,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.027293472
992,16,PCH Lambari,0.033,29,LER,2020,Leilão 3/2016,4,1.86,167,228,nocity / SC ,hidro,PIE,"100,127,695.68",Mauê S/A – Geradora e Fornecedora de Insumos,2016,69.97084548,30728156,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.030728156
993,17,CGH Médio Garcia,0.033,29,LER,2020,Leilão 3/2016,1,0.64,54,223.15,nocity / SC ,hidro,PIE,"31,687,906.97",Hidrelétrica Médio Garcia SPE Ltda.,2016,68.48243057,9724691,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.009724691
994,19,CGH Paraíso,0.033,29,LER,2020,Leilão 3/2016,1,0.61,52,223.15,nocity / SC ,hidro,PIE,"30,514,280.78",Hidrelétrica Paraíso SPE Ltda. ,2016,68.48243057,9364518,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.009364518
995,22,PCH Ponte Serrada,0.033,29,LER,2020,Leilão 3/2016,4.1,1.78,157,232.49,nocity / SC ,hidro,PIE,"95,985,765.60",Ponte Serrada Geração de Energia S.A ,2016,71.34878011,29457040,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.02945704
996,53,UFV BJL 4,0.019,50,LER,2018,Leilão 9/2016,20,5,50,300.15,nocity / BA,Sol,PIE,"79,481,000.00","Consórcio Vila Renovável:
Vila Energia Renovável S/S Ltda. – Líder 0,01%
Quatro Participações Ltda. 99,99%",2016,92.1129354,24391898,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.024391898
997,20,PCH Ponte Branca,0.033,29,LER,2020,Leilão 3/2016,10.17,5.81,523,220,nocity / SP ,hidro,PIE,"302,570,980.80",PB Produção de Energia Elétrica EIRELI – ME,2016,67.5157281,92855909,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.092855909
998,14,PCH Manuel Alves,0.033,29,LER,2020,Leilão 3/2016,8,5.22,467,231.49,nocity / TO,hidro,PIE,"284,283,739.03",Central Geradora Hidrelétrica Manuel Alves Ltda.,2016,71.04189044,87243744,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.087243744
999,18,CGH Palmeiras,0.033,29,LER,2020,Leilão 3/2016,2.75,1.47,132,214,nocity / TO,hidro,PIE,"74,283,200.64",Central Hidrelétrica Palmeiras do Tocantins Ltda.,2016,65.67439006,22796747,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.022796747
1000,28,CGH Sirivera,0.033,29,LER,2020,Leilão 3/2016,1.8,1.37,123,209,nocity / TO,hidro,PIE,"67,601,183.76",Central Hidrelétrica Sirivera Ltda.,2016,64.13994169,20746105,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.020746105
1001,29,CGH Sucuri,0.033,29,LER,2020,Leilão 3/2016,2.75,1.35,121,214,nocity / TO,hidro,PIE,"68,092,933.92",Central Hidrelétrica Sucuri Ltda.,2016,65.67439006,20897018,-3.275916908,382,14.96954698,4.137362084,11.92,347221.8,3.2585,0.020897018
1002,20,SERTÃO SOLAR BARREIRAS I,0.04,25,A-4,2021,Leilão 04/2017,28,6.8,68,143.5,nocity / BA,SOL,PIE,"154,652,000.00","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%",2017,43.38755518,46759388,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.046759388
1003,21,SERTÃO SOLAR BARREIRAS II,0.04,25,A-4,2021,Leilão 04/2017,28,6.8,68,143.5,nocity / BA,SOL,PIE,"154,652,000.00","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%",2017,43.38755518,46759388,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.046759388
1004,22,SERTÃO SOLAR BARREIRAS III,0.04,25,A-4,2021,Leilão 04/2017,28,6.8,68,146.9,nocity / BA,SOL,PIE,"154,652,000.00","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%",2017,44.415553,46759388,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.046759388
1005,23,SERTÃO SOLAR BARREIRAS IV,0.04,25,A-4,2021,Leilão 04/2017,28,6.8,68,146.9,nocity / BA,SOL,PIE,"154,652,000.00","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%",2017,44.415553,46759388,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.046759388
1006,44,ZEUS II,0.016,63,A-6,2023,Leilão 05/2017,30,17.5,159,97,nocity / BA,VENTO,PIE,"180,000,000.00","Consórcio EGP Sowitec Zeus:
Enel Green Power Brasil Participações Ltda – 99,9%
Parque Eólico Zeus Ltda. – 0,01% ",2017,29.32817319,54423414,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.054423414
1007,45,VENTOS DE SANTA ESPERANCA 13,0.016,63,A-6,2023,Leilão 05/2017,27,16.4,109,99.28,nocity / BA,VENTO,PIE,"148,496,000.00","Consórcio EGP Santa Esperança:
Enel Green Power Brasil Participações Ltda – 99,9%
Ventos de Santa Esperança Energias Renováveis S.A. – 0,01% ",2017,30.01753643,44898107,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.044898107
1008,46,VENTOS DE SANTA ESPERANCA 15,0.016,63,A-6,2023,Leilão 05/2017,27,16.3,106,99.24,nocity / BA,VENTO,PIE,"148,496,000.00","Consórcio EGP Santa Esperança:
Enel Green Power Brasil Participações Ltda – 99,9%
Ventos de Santa Esperança Energias Renováveis S.A. – 0,01% ",2017,30.00544234,44898107,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.044898107
1009,47,VENTOS DE SANTA ESPERANCA 17,0.016,63,A-6,2023,Leilão 05/2017,24,11,99,99.15,nocity / BA,VENTO,PIE,"131,997,000.00","Consórcio EGP Santa Esperança:
Enel Green Power Brasil Participações Ltda – 99,9%
Ventos de Santa Esperança Energias Renováveis S.A. – 0,01% ",2017,29.97823063,39909597,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.039909597
1010,1,SANTA LUZIA,0.04,25,A-4,2021,Leilão 04/2017,1.51,0.91,8,179,nocity / ES,hidro,PIE,"8,078,040.00",Enervix Energias do Espírito Santo Ltda.,2017,54.12106186,2442414,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.002442414
1011,3,JALLES MACHADO,0.04,25,A-4,2021,Leilão 04/2017,25,8.6,86,234.92,nocity / GO,BAGAÇO DE CANA,PIE,"44,160,000.00",Jalles Machado S.A.,2017,71.02860253,13351878,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.013351878
1012,57,DELTA 5 I,0.016,63,A-6,2023,Leilão 05/2017,22.5,11.7,102,97.03,nocity / MA,VENTO,PIE,"133,373,640.00",Omega Desenvolvimento de Energia do Maranhão S.A.,2017,29.33724376,40325827,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.040325827
1013,58,DELTA 5 IV,0.016,63,A-6,2023,Leilão 05/2017,27.5,14.6,130,97.02,nocity / MA,VENTO,PIE,"163,012,250.00",Omega Desenvolvimento de Energia do Maranhão S.A.,2017,29.33422023,49287129,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.049287129
1014,59,DELTA 5 V,0.016,63,A-6,2023,Leilão 05/2017,22.5,13.3,120,97.01,nocity / MA,VENTO,PIE,"133,373,640.00",Omega Desenvolvimento de Energia do Maranhão S.A.,2017,29.33119671,40325827,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.040325827
1015,60,DELTA 5 X,0.016,63,A-6,2023,Leilão 05/2017,22.5,12.1,119,97,nocity / MA,VENTO,PIE,"133,373,670.00",Omega Desenvolvimento de Energia do Maranhão S.A.,2017,29.32817319,40325836,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.040325836
1016,7,BIOENERGETICA AROEIRA 2,0.016,63,A-6,2023,Leilão 05/2017,27,13.4,115,215.02,nocity / MG,bagaco,PIE,"80,870,000.00",Bioenergética Aroeira S.A.,2017,65.01179174,24451231,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.024451231
1017,12,VALE DO PONTAL 2,0.016,63,A-6,2023,Leilão 05/2017,21.1,10.8,97,215.25,nocity / MG,bagaco,PIE,"51,350,000.00",Vale do Pontal Açúcar e Álcool Ltda.,2017,65.08133277,15525791,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.015525791
1018,2,BURITI,0.04,25,A-4,2021,Leilão 04/2017,10,8.59,50,182.05,nocity / MT ,hidro,PIE,"23,022,300.00",Hidrelétrica Focking S.A.,2017,55.04323638,6960845,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.006960845
1019,1,PERDIDOS,0.016,63,A-6,2023,Leilão 05/2017,28,16.42,164,218.88,nocity / MT ,hidro,PIE,"191,412,330.00",EECO Jacutinga Empreendimentos Energéticos do Centro Oeste S.A.,2017,66.17887162,57873958,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.057873958
1020,48,CANOAS 2,0.016,63,A-6,2023,Leilão 05/2017,33.6,17.3,159,100.02,nocity / PB,VENTO,PIE,"271,089,250.00",Força Eólica do Brasil S.A.,2017,30.24127714,81964458,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.081964458
1021,49,CANOAS 4,0.016,63,A-6,2023,Leilão 05/2017,33.6,16.7,155,100.02,nocity / PB,VENTO,PIE,"271,089,250.00",Força Eólica do Brasil S.A.,2017,30.24127714,81964458,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.081964458
1022,50,CHAFARIZ 1,0.016,63,A-6,2023,Leilão 05/2017,31.5,17.7,170,100.01,nocity / PB,VENTO,PIE,"254,146,170.00",Força Eólica do Brasil S.A.,2017,30.23825361,76841679,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.076841679
1023,51,CHAFARIZ 2,0.016,63,A-6,2023,Leilão 05/2017,33.6,17.5,170,100.01,nocity / PB,VENTO,PIE,"271,089,250.00",Força Eólica do Brasil S.A.,2017,30.23825361,81964458,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.081964458
1024,52,CHAFARIZ 3,0.016,63,A-6,2023,Leilão 05/2017,31.5,18.1,172,100.01,nocity / PB,VENTO,PIE,"254,146,170.00",Força Eólica do Brasil S.A.,2017,30.23825361,76841679,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.076841679
1025,53,CHAFARIZ 6,0.016,63,A-6,2023,Leilão 05/2017,29.4,15.2,144,100.01,nocity / PB,VENTO,PIE,"237,203,100.00",Força Eólica do Brasil S.A.,2017,30.23825361,71718903,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.071718903
1026,54,CHAFARIZ 7,0.016,63,A-6,2023,Leilão 05/2017,33.6,19,177,100.01,nocity / PB,VENTO,PIE,"271,089,250.00",Força Eólica do Brasil S.A.,2017,30.23825361,81964458,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.081964458
1027,55,LAGOA 3,0.016,63,A-6,2023,Leilão 05/2017,33.6,18.3,169,100.02,nocity / PB,VENTO,PIE,"271,089,250.00",Força Eólica do Brasil S.A.,2017,30.24127714,81964458,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.081964458
1028,56,LAGOA 4,0.016,63,A-6,2023,Leilão 05/2017,21,11.7,101,100.02,nocity / PB,VENTO,PIE,"169,430,780.00",Força Eólica do Brasil S.A.,2017,30.24127714,51227786,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.051227786
1029,17,SOLAR SALGUEIRO,0.04,25,A-4,2021,Leilão 04/2017,30,8.6,86,143.7,nocity / PE ,SOL,PIE,"149,000,000.00","Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%",2017,43.44802564,45050493,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.045050493
1030,18,SOLAR SALGUEIRO II,0.04,25,A-4,2021,Leilão 04/2017,30,8.8,88,145.98,nocity / PE ,SOL,PIE,"149,000,000.00","Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%",2017,44.13738889,45050493,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.045050493
1031,19,SOLAR SALGUEIRO III,0.04,25,A-4,2021,Leilão 04/2017,30,8.8,88,146.66,nocity / PE ,SOL,PIE,"149,000,000.00","Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%",2017,44.34298845,45050493,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.045050493
1032,24,BRIGIDA,0.04,25,A-4,2021,Leilão 04/2017,27,8.9,89,144.9,nocity / PE ,SOL,PIE,"190,470,790.00","Consórcio Solatio Sindustrial Brígida:
Sindustrial Engenharia Ltda. – 99,99%
Tropical Serviços Administrativos Ltda. – 0,01%",2017,43.8108484,57589282,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.057589282
1033,25,BRIGIDA 2,0.04,25,A-4,2021,Leilão 04/2017,30,8.9,89,143.6,nocity / PE ,SOL,PIE,"212,700,770.00","Consórcio Solatio Sindustrial Brígida 2:
Sindustrial Engenharia Ltda. -99,99%
Cajazeiros Serviços Administrativos Ltda – 0, 01%",2017,43.41779041,64310567,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.064310567
